ID: 1001649855, Name: Giant Magnet
ID: 1088051790, Name: Skele-chucks
ID: 10884288, Name: War Rocks
ID: 108875151, Name: Golden Katana of Destiny
ID: 108875216, Name: Implosion Bomb
ID: 108875237, Name: Sapphire Rapid Fire Shocker
ID: 108899214, Name: Nerf Shoes
ID: 10910681, Name: Pirate Cutlass
ID: 109583822, Name: Leprechaun Harp
ID: 109583846, Name: Fairy Axe
ID: 1103012605, Name: Spider Horde
ID: 110704033, Name: Badblox Hatchling - Hatched Egg of Duty
ID: 110789105, Name: RAIG Table
ID: 11115851, Name: Shadowy Ninja Star of the Silent House
ID: 1117743696, Name: Anti-Vampire Stake
ID: 1117745433, Name: Giant Kaiju Arms
ID: 111876831, Name: April Showers
ID: 112591865, Name: Deluxe Beach Ball
ID: 1132884456, Name: Chopper Broom
ID: 1132887630, Name: 8-Bit Pumpkin Launcher
ID: 113299556, Name: Ultraviolet Laser Oculus
ID: 113299590, Name: Orbital Piano Strike
ID: 113328094, Name: Lightblox Jar
ID: 11373617, Name: Staff of the Woodlands
ID: 11377306, Name: Silver Ninja Star of the Brilliant Light
ID: 114020480, Name: Pretty Pretty Princess Scepter
ID: 114020480, Name: Pretty Pretty Princess Sceptor
ID: 114020505, Name: Knights of RedCliff: Battle Horn 
ID: 114020538, Name: Astral Cloak of Transportation
ID: 11419319, Name: Healing Potion
ID: 11419882, Name: Red Stratobloxxer
ID: 1144845319, Name: Neon Star Fighter Blaster
ID: 11450664, Name: Slateskin Potion
ID: 1145080014, Name: Heedless Horse
ID: 11452821, Name: Claymore
ID: 11453385, Name: Katana
ID: 114687223, Name: Cinco de Mayo Piñata
ID: 114687223, Name: Cinco de Mayo Piñata 
ID: 114687236, Name: Double Damage Frog
ID: 114687251, Name: Angry Attack Squirrel
ID: 114690870, Name: Dual Plungers
ID: 1149193097, Name: Valentine’s Throwing Stars
ID: 1149579825, Name:  Winged Guitar
ID: 115377964, Name: Laser Finger Pointers
ID: 11563251, Name: Fuse Bomb
ID: 116040770, Name: Flashlight
ID: 116040789, Name: Mechatronic Spider
ID: 116040807, Name: ROBLOX World Tour Lightning Guitar
ID: 116040828, Name: ROBLOX World Tour Hot Air Balloon
ID: 116055112, Name: Ogre Friend
ID: 116693694, Name: Amerilaser Blaster
ID: 116693715, Name: Memorial Day Fireworks
ID: 116693735, Name: Fang Of Anansi
ID: 116693764, Name: Historic 'Timmy' Gun
ID: 11719016, Name: Blow Dryer
ID: 117498775, Name: Beehive
ID: 117498793, Name: Poisonous Butterfly
ID: 117498849, Name: Wasp Wings
ID: 1178843200, Name: Jumanji Rhino
ID: 1180417820, Name: Neon Laser Launcher
ID: 118281463, Name: Land Shark Shooter
ID: 118281490, Name: Seahorse
ID: 118281529, Name: Harpoon
ID: 118281609, Name: Squid Ink Bomb
ID: 1183007014, Name: BB-8
ID: 11885154, Name: Rolling Pin
ID: 11895536, Name: Bloxilicious Bubble Gum
ID: 119101539, Name: Regeneration Coil
ID: 119101643, Name: Cool Story Air Conditioner
ID: 1191128759, Name: Ram Mount
ID: 1191143111, Name: Battle Elk Mount
ID: 1191149773, Name: Falcon-Pack 9000
ID: 11956382, Name: Police Baton
ID: 119917556, Name: Chalk Sword
ID: 11999235, Name: Spec Alpha Biograft Energy Sword
ID: 11999247, Name: Subspace Tripmine
ID: 11999279, Name: XLS Mark II Pulse Laser Pistol
ID: 120307951, Name: Noir Periastron Psi
ID: 120749452, Name: American Rockets 1776
ID: 120749494, Name: Bald Eagle
ID: 120749494, Name: Bald Eagle 
ID: 120749528, Name: Chiefjustus Gavel
ID: 1208300973, Name: Rey’s Lightsaber
ID: 1213389922, Name: Magical Reindeer Throwing Wreath
ID: 121385193, Name: Rubber Chicken Launcher
ID: 121385230, Name: Stinky Underwear Launcher
ID: 121385262, Name: Zombie Dog
ID: 121385328, Name: Super Strong Man
ID: 12145515, Name: Wooden Sword
ID: 1215506016, Name: Frozen Halberd
ID: 1215515248, Name: Frozen Throwing Knives
ID: 12187319, Name: Sword of the Highlander
ID: 12187348, Name: Ronin Katana
ID: 12187431, Name: Sand Tempest Scimitar
ID: 121925044, Name: Bombo's Bow and Arrow
ID: 121946387, Name: Bombo's Survival Knife
ID: 122278149, Name: Ro-torcycle
ID: 122278207, Name: Punk Wrist Cuff
ID: 122278276, Name: iLift
ID: 1230024287, Name: Instant Snowman
ID: 1230839551, Name: Ferdinand
ID: 123134886, Name: BLOXY 2013
ID: 123234510, Name: Instant Campfire
ID: 123234545, Name: Camping Lantern
ID: 123234673, Name: Camping Machete
ID: 1241156683, Name: Swordfish Sword
ID: 124126528, Name: Seranok's Golden Chalice of Fame
ID: 124126871, Name: Newtrat's Tuskinator
ID: 124128001, Name: stickmasterluke's Stick of Power
ID: 1241585055, Name: Elf Launcher
ID: 1241585476, Name: Speedy Snow Boots
ID: 1241586091, Name: Spell Book of Ice Cold Revenge
ID: 1241587075, Name: Personal Plane
ID: 124472052, Name: Riptide
ID: 125013769, Name: Linked Sword
ID: 125013799, Name: Battle Slingshot
ID: 125013849, Name: Taxi
ID: 12504077, Name: Electric Blue
ID: 12547976, Name: Space Sandwich
ID: 12562495, Name: R-80
ID: 1258015236, Name: 2018 Fireworks
ID: 1258015943, Name: 2018 Noisemaker
ID: 125859385, Name: Big Apple Launcher
ID: 125859483, Name: NY Pizza Frisbee
ID: 126704033, Name: Chupacabra
ID: 126719093, Name: Not-so-friendly Ghost
ID: 126719120, Name: Giant Ape Arms
ID: 127506105, Name: Korblox Mage Staff
ID: 127506324, Name: Overseer's Axe
ID: 127506364, Name: Knights of Redcliff: Deluxe Sword and Shield Set
ID: 12775410, Name: Double Bladed Hand Axe
ID: 128160832, Name: PE Whistle
ID: 128160929, Name: Book Worm
ID: 128162639, Name: Emerald Knights of the Seventh Sanctum Spellbook
ID: 128162713, Name: Emerald Knights of the Seventh Sanctum Staff
ID: 12848902, Name: Teddy Bloxpin
ID: 12890798, Name: Teddy Trap
ID: 12902404, Name: Bundle of TNT
ID: 12909278, Name: Banjo
ID: 129471121, Name: Trololo Cape of Invisibility
ID: 129471151, Name: ROBLOX Invisicar
ID: 129471151, Name: ROBLOX Invisicar 
ID: 129471170, Name: Vanishing Ninja Star
ID: 130112971, Name: Trilaser Bow
ID: 130113061, Name: Hyperbike
ID: 130113146, Name: Hyperlaser Gun
ID: 1304339797, Name: Giant Ninja Star
ID: 1304344132, Name: Ninja Battle Hog Mount
ID: 130925426, Name: Super Tone Cape
ID: 13206856, Name: Jungle Guitar
ID: 13206887, Name: Spooky Guitar
ID: 13206984, Name: Wooden Club
ID: 13207169, Name: Stone Hammer
ID: 1320966419, Name: Dragon Warrior Spear
ID: 1320966824, Name: Dragon Companion
ID: 1340206957, Name: Black Hole Sword
ID: 13477890, Name: Pirate Juice
ID: 13478015, Name: Skele-tar
ID: 135949859, Name: Walking with Dinosaurs Speed Egg
ID: 135949859, Name: Walking with Dinosaurs Speed Egg 
ID: 1360078533, Name: Red Hover Roped
ID: 136170437, Name: Unfriendly Turkey Friend
ID: 136213778, Name: Legendary Ice Club
ID: 1363020083, Name: Black Panther - Claws
ID: 13745494, Name: Turkey Leg
ID: 1380774367, Name: Steampunk Hoverboard
ID: 1380788230, Name: Steampunk Slasher
ID: 13838639, Name: Atomic Disintegrator 3100
ID: 13841367, Name: Ninja Guitar
ID: 138761013, Name: Sparkle Time Lump of Coal
ID: 139578061, Name: Smashing Drum
ID: 139578136, Name: Sword of Swords
ID: 139578207, Name: Tri-Laser 333
ID: 139586244, Name: Cloud 9 Snowboard
ID: 1402292509, Name: Year of the Dog Lantern
ID: 1402292509, Name: Year of the Dog Lantern 
ID: 1402322831, Name: Sword of Heartsongs
ID: 1402445648, Name: Giant Ice Bow
ID: 1402446243, Name: Golden Dreams Convertible
ID: 1402452608, Name: Tiny Elephant
ID: 140821168, Name: Cloud 9 Snowball Launcher
ID: 14131296, Name: Machete
ID: 14131602, Name: Pirate Hook
ID: 141759818, Name: Sleep Wand
ID: 142498104, Name: Hockey Stick
ID: 143517948, Name: Mr. Peabody & Sherman's WABAC Machine
ID: 143606297, Name: Team ROBLOX Bobsled
ID: 143606363, Name: Hot Chocolate Launcher
ID: 143606407, Name: Team ROBLOX Skis
ID: 144510568, Name: Skull Cutlass
ID: 14492601, Name: 4-String Roblocaster Premiere Guitar
ID: 14516975, Name: Super-G LS33 Disruptor
ID: 146047188, Name: Presidential Vampire Slaying Ax
ID: 146047220, Name: Quill of the President
ID: 1466353882, Name: Lex, the Elf Warrior's Sword
ID: 1469849512, Name: Red Carpet Hoverboard
ID: 1469850646, Name: Director's Clapboard
ID: 1469987740, Name: The 5th Annual Bloxy Award
ID: 147143821, Name: Orinthian Axe
ID: 147143848, Name: Flaming Mace
ID: 147143863, Name: Darkest Arts Sword
ID: 14719505, Name: Cavalry Sabre
ID: 147937284, Name: Disco Ball
ID: 147937415, Name: Mardi Gras Necklace Shooter
ID: 14864611, Name: Compass
ID: 148791414, Name: Pi RAIG Table
ID: 148791460, Name: Pi Transmorpher
ID: 1492225511, Name: Throwing Bolts
ID: 149222558, Name: Five Kingdoms: Sky Raiders
ID: 149612167, Name: Lucky Laser Gun
ID: 149612243, Name: Sword of Unvanquished Snakes
ID: 150363993, Name: Spring Sunshine
ID: 150366274, Name: Dual Gravity Coil
ID: 150366320, Name: Spring Crossbow
ID: 150366351, Name: Spring Launcher
ID: 150980377, Name: Trophy of Wheeled Participation 2014
ID: 151292047, Name: Staff of Staff
ID: 151311761, Name: jmargh's Arm Cannon
ID: 15176169, Name: Caltrops
ID: 15177716, Name: Taco
ID: 15179006, Name: Helen The Hiphipapotamus
ID: 152173291, Name: Opened Violet  Basket of Equal Cosmic Time
ID: 152187198, Name: Red Rock Star Guitar
ID: 152187198, Name: Red Rock Star Guitar 
ID: 152233094, Name: The Drop
ID: 152233381, Name: Sleepy Song Bird
ID: 152233381, Name: Sleepy Song Bird 
ID: 152660258, Name: Opened Hazardous Basket of Major Oversight
ID: 152823669, Name: Common Egg Compass 2014
ID: 152824068, Name: Rare Egg Compass 2014
ID: 152971952, Name: Opened Retro Egg Basket of I Has
ID: 1536052210, Name: Gem Egg Claymore
ID: 1536053426, Name: Hard Boiled Roadster
ID: 153939226, Name: Wild Bunny Horde Attack
ID: 15397778, Name: First Aid Kit
ID: 15470183, Name: Goblet
ID: 15470222, Name: Gridiron Guitar
ID: 15470359, Name: Elegant Blade
ID: 154727201, Name: Exploding Lab Table
ID: 154727251, Name: Super Speedy Purple Potion
ID: 154727343, Name: Lightning Wand
ID: 154727487, Name: Evil Green Science Goo
ID: 155662051, Name: Ghost Ship
ID: 155662087, Name: Anchor Cannon
ID: 155696189, Name: Skipper Seal
ID: 1560600467, Name: Combat Mop
ID: 1560608167, Name: Inflatable Sword
ID: 156467855, Name: Korblox Bone Mace
ID: 156467926, Name: Knights of the Splintered Skies: Sword
ID: 156467963, Name: Redcliff Ballista
ID: 15668963, Name: Geolocator
ID: 157205782, Name: Steam Engine
ID: 157205818, Name: Metal Cog Shuriken
ID: 157205831, Name: Steampunk Jetpack
ID: 157205837, Name: Steamgun
ID: 15731350, Name: Leland the Lolturtle
ID: 158069071, Name: Rainbow Katana
ID: 158069110, Name: Poisoned Skeleton Scythe
ID: 158069180, Name: Dual Venomshanks
ID: 1587175338, Name: Orinthian Crossbow
ID: 159199218, Name: Laser-saw
ID: 159199229, Name: Bruin Mount
ID: 159229806, Name: Rainbow Periastron Omega
ID: 15932306, Name: Starblox Latte
ID: 15970544, Name: Harbinger of Fimbulwinter
ID: 15973049, Name: Protest Sign: We Want User GUIs Now!
ID: 15973059, Name: Protest Sign: We'd Rather Have User GUIs Later...
ID: 160189629, Name: DarkAge Bo Staff
ID: 160189720, Name: Donut Danger
ID: 160189871, Name: Ninja Claws
ID: 160198008, Name: Dynamically Lit Bow and Arrow
ID: 160198363, Name: Dynamically Lit Sword
ID: 160198658, Name: Midnight Sword
ID: 160199141, Name: ROBLOX Blimp
ID: 1609498185, Name: Red Laser Scythe
ID: 161216321, Name: Homemade Wings
ID: 161220552, Name: Bundle of Fireworks
ID: 161230469, Name: Watermelon Launcher
ID: 161282711, Name: Patriot's Monster Truck
ID: 16200204, Name: Part Dragger
ID: 16200420, Name: Material Tool
ID: 16200508, Name: Surface Tool
ID: 16201421, Name: Reset Tool
ID: 16214845, Name: Cake
ID: 162857357, Name: Portable Beach
ID: 162857391, Name: Endless Summer Fireworks
ID: 162857422, Name: The Big One!
ID: 163348575, Name: Classic Plane
ID: 163348758, Name: Victrola
ID: 163348987, Name: Cymbals
ID: 163350265, Name: Ye Olde Fire Breath Potion
ID: 163351579, Name: Killer Bee Launcher
ID: 163352376, Name: Personal UFO
ID: 163353363, Name: Breakfast Gun
ID: 163354553, Name: Bluesteel Midas Hand
ID: 163355404, Name: 8-Bit Phoenix
ID: 163355764, Name: Rotten Rocky's Guitar
ID: 163488515, Name: The 7D’s Grumpy
ID: 163995460, Name: NobleDragon's Noble Dragon
ID: 164015715, Name: Cartoon Network Skateboard
ID: 164174293, Name: Protest Sign: Explode the Fireworks
ID: 164174394, Name: Protest Sign: Save the Fireworks
ID: 164207842, Name: Pool Noodle
ID: 16433862, Name: Bat Sword
ID: 16435306, Name: Protest: More Gear Nao
ID: 164369961, Name: Magic Beach Towel 
ID: 1645056094, Name: Bad Seed
ID: 1665544157, Name: Lillian's Moonglaive
ID: 16688968, Name: Gravity Coil
ID: 16722267, Name: Moneybag
ID: 16726030, Name: Cheezburger
ID: 1678314358, Name: Crystal Blade: Amethyst Attack
ID: 1678349400, Name: Radical Purple Keytar
ID: 168140516, Name: Breath of Fire
ID: 168140813, Name: Flaming Halberd
ID: 168140949, Name: Dragon's Flame Sword
ID: 168141301, Name: Ice Dragon Slayer
ID: 168141496, Name: Bladed Tutu
ID: 168142394, Name: Dual Bacon Daggers
ID: 168142620, Name: Boxing Glove Launcher
ID: 168142869, Name: Death Run 2 Shoes
ID: 168143042, Name: Galactic Laser Gun
ID: 16924676, Name: Tic Tac Toe Board
ID: 169602010, Name: Merely's Web Slinger
ID: 169602103, Name: Seranok's Rocket Jumper
ID: 169602388, Name:  Intern Racing Chair 2014
ID: 169602388, Name: Intern Racing Chair 2014
ID: 169669671, Name: Stravant's Lightning
ID: 16979083, Name: Flashbang
ID: 16986649, Name: Granny's Crossbow
ID: 16986805, Name: Pumpkin Pi
ID: 16987194, Name: Cursed Mummy Friend
ID: 1708354246, Name: Pinata Mount
ID: 1708355542, Name: Racing Tractor
ID: 170896571, Name: Red Hyperbike
ID: 170896941, Name: Foul Poison Fowl
ID: 170897263, Name: Mad Murderer Knife
ID: 170902990, Name: Mad Morning Star
ID: 170903216, Name: Pizza Delivery Vehicle
ID: 170903610, Name: Intergalactic Sword
ID: 170903868, Name: Taco Launcher
ID: 172246669, Name: Paintball Pro
ID: 172246820, Name: Paint Grenade
ID: 172248941, Name: Penguin Power Pet
ID: 172298750, Name: Dragonheart Sword & Shield
ID: 17237662, Name: Bloxiade
ID: 17237675, Name: Captain's Flintlock
ID: 173751087, Name: ALS Ice Bucket Challenge
ID: 173755801, Name: Diamond Blade Sword
ID: 173781053, Name: Bacon Launcher
ID: 173812248, Name: Staff of Double Disasters
ID: 174418144, Name: CJJ’s Guide to Making Money
ID: 174418144, Name: CJJ’s Guide to Making Money   
ID: 174752186, Name: The Sword of Shai
ID: 174752245, Name: Silver Crossbow
ID: 174752400, Name: Roman Catapult
ID: 174752553, Name: Civil War Artillery
ID: 1748600996, Name: The Unicorn Mace
ID: 17527921, Name: Ghost Bag
ID: 17527923, Name: Pumpkin Bucket
ID: 1760404984, Name: Teapot Launcher
ID: 1760406591, Name: Glorious Sword
ID: 176087466, Name: Zebra Laser Gun
ID: 176087505, Name: Tiger's Wrath Sword
ID: 176087556, Name: Leopard Print Balloon
ID: 176087597, Name: ROBLOX U Frisbee
ID: 176087640, Name: ROBLOX U Free Stuff Launcher
ID: 176219131, Name: ROBLOX U Foam Finger
ID: 178076749, Name: EKoSS Sword and Shield
ID: 178076831, Name: Redcliff Crossbow
ID: 178076989, Name: Exploding Heart
ID: 178077177, Name: Overseer's Steed
ID: 1789547756, Name: Keytar Sword
ID: 179369752, Name: Halloween Skateboard
ID: 179625551, Name: Haunted Pizza
ID: 18017365, Name: Crimson Katana of the Unsetting Sun
ID: 180298135, Name: Morblox the Terrifying's Sword
ID: 181196009, Name: Scary Gremlin
ID: 181355844, Name: Dr. Gutpunch’s Glove
ID: 181356054, Name: All Hallow's Sword
ID: 181550181, Name: Axe of the Divine Flame
ID: 18210455, Name: Four-In-A-Row
ID: 1829078563, Name: Sun Slayer Sword
ID: 1829110586, Name: Ferocious Mr. Fox
ID: 183355732, Name: Deluxe Vine Staff
ID: 183355817, Name: Speedy Shoes
ID: 183355892, Name: Double Fire Laser Gun
ID: 183355969, Name: Metal Fists
ID: 183441634, Name: Mega Bloks ® Hot Wheels ™ Truck
ID: 183665171, Name: Neon Throwing Stars
ID: 183665514, Name: Axe of Blinding Justice
ID: 183665698, Name: Orbital Violin Strike
ID: 183704866, Name: Spook Launcher
ID: 183826384, Name: Sword of the Lands
ID: 18409191, Name: Spikey Stick of Civilized Negotiation
ID: 18426536, Name: Apple Pie
ID: 18446258, Name: Native Bear
ID: 18462637, Name: Staff of the Winds
ID: 18474459, Name: Paint Bucket
ID: 184757813, Name: Divine Guardian's Sword
ID: 184757948, Name: Misfortune's Guardian Blade
ID: 184760397, Name: Steampunk Bow
ID: 18479357, Name: Boomerang
ID: 18479966, Name: Chakram
ID: 18481407, Name: Bronze Khopesh
ID: 18481407, Name: Bronze Kopesh
ID: 18482562, Name: Ra'k Guitar
ID: 18482570, Name: Scepter of Pharoahs
ID: 185422055, Name: Inglaciator -6000
ID: 186868641, Name: Snow and Arrow
ID: 186868758, Name: Snowy Gravity Coil
ID: 186958653, Name: Frozen Flail
ID: 187688069, Name: Polar Bear Attack Claws
ID: 18776718, Name: Golden Katana of the Unflinching Dawn
ID: 187840979, Name: Penguin Horde  Attack
ID: 1886281601, Name: Incredibles 2 Badge
ID: 188643628, Name: Killer Whale Launcher
ID: 188644205, Name: Rapid Fire Snowflakes Shuriken
ID: 188853857, Name: Arctic Fox Tail
ID: 189756588, Name: Christmas Tree Sword
ID: 189910262, Name: Robloxsai Bike
ID: 189910707, Name: Snowplow
ID: 189910805, Name: Snow Storm Cloud
ID: 190094270, Name: Ridable Raptor
ID: 190094313, Name: Rocket Powered Skis
ID: 190111117, Name: Shards in the Code: Season One - Episode 1
ID: 1903663829, Name: Ultimate Summer Soaker
ID: 190880295, Name: 2015 Fireworks
ID: 19111869, Name: Hanukiah
ID: 19111883, Name: Wooden Dreidel
ID: 19111894, Name: Wood Cabin Snowglobe
ID: 191261808, Name: Dark Pegasus
ID: 192456288, Name: Black Tie Affair Gun
ID: 192537346, Name: Penguin Shooter
ID: 1929592959, Name: Treacherous Throwing Knives
ID: 19328185, Name: Snowball
ID: 193771176, Name: Rockin' Pink Guitar
ID: 193772607, Name: Korblox Hunter's Bow
ID: 19395497, Name: Fruitcake
ID: 19703034, Name: Bag O Christmas Tree Seeds
ID: 19703041, Name: Christmas Tree Lights
ID: 19703476, Name: Yellow Snowball
ID: 19704064, Name: Ice Staff
ID: 1981813154, Name: Sword of Starlight
ID: 1990272438, Name: Wyldfang the Brave Companion
ID: 1990279115, Name: Great White Mount
ID: 20064349, Name: 2010 Fireworks
ID: 2008153361, Name: RDC Winner 2018 - Gold
ID: 2008153855, Name: RDC First Runner Up 2018 - Silver
ID: 2008155070, Name: RDC Participation Award 2018
ID: 2010630652, Name: Virtual Book - Bad Guys
ID: 2014853976, Name: 4th of July Fireworks 2018
ID: 201756469, Name: Smashing Guitar
ID: 20373160, Name: Cowbell
ID: 204095612, Name: Bejeweled Sword of Great Fury
ID: 204095670, Name: Epic Flail
ID: 204095724, Name: Monster Fierce Basher
ID: 204485737, Name: Golden Bow and Arrow
ID: 2045764727, Name: Robo Blaster
ID: 2045767145, Name: Robotic Horse Mount
ID: 206136361, Name: Prehistoric Piercing Blade
ID: 206136532, Name: Giant Dinosaur Feet
ID: 20642023, Name: Quick Potion
ID: 206798405, Name: Laser Lava Launcher
ID: 206799274, Name: Emerald Hyperbike
ID: 20721924, Name: Spartan Sword
ID: 208659586, Name: Brilliant Throwing Knives
ID: 208659734, Name: Super Spy Laser Blaster
ID: 21001552, Name: Insert Tool
ID: 2103274863, Name: 8-Bit Sword and Shield
ID: 2103276507, Name: 8-Bit Restoration Fairy
ID: 211944997, Name: Donut Delivery Moped
ID: 212296400, Name: Magician's Cloak
ID: 212296936, Name: Red Hyperlaser Gun
ID: 21294489, Name: Jade Katana of the Darkest Forest
ID: 21351465, Name: Maraca
ID: 2136389582, Name: Makeshift Bow
ID: 2136391608, Name: The Seventh Snake Spell
ID: 2136411578, Name: 26th Century Weapon
ID: 2136443074, Name: Cy the Cyborg - Gun
ID: 21392199, Name: Chocolate Milk
ID: 21392417, Name: Tambourine
ID: 21416138, Name: Spec Gamma Biograft Energy Sword
ID: 21439965, Name: Foam Finger
ID: 21439991, Name: A Very Special Monster
ID: 21440056, Name: Protest Sign: Pro Fake Mustache
ID: 21440120, Name: Protest Sign: Save the Zombies
ID: 21445765, Name: Crowbar
ID: 215355157, Name: Rainbow Disco Hyperbike
ID: 215392741, Name: Merely's Green Sparkle Time Hoverboard
ID: 215448210, Name: Mystical Griffin
ID: 2163551089, Name: Bluesteel Crossbow
ID: 21754543, Name: Bamboo Katana
ID: 21802000, Name: Sword of Nefertiti
ID: 218631022, Name: Laser Throwing Stars
ID: 218631128, Name: Green Laser Scythe
ID: 218634097, Name: Hover Roped
ID: 2190016098, Name: Above Top Secret Jetpack
ID: 2190019650, Name: Spy All Terrain Vehicle
ID: 220288951, Name: Attack Snake Staff
ID: 220288991, Name: Fake Egg Spawner
ID: 221173959, Name: Red Panda
ID: 221181437, Name: Red Sparkle Time Claymore
ID: 22152171, Name: Ceramic Potion
ID: 22152195, Name: Heartbreak
ID: 22152234, Name: Clawknife
ID: 2221406451, Name: Momo Companion
ID: 2221409781, Name: Q-Bot Companion
ID: 2222652960, Name: Ornate Katana
ID: 2226815033, Name: Wand of Flurry
ID: 223439643, Name: Overseer Sword & Shield
ID: 223785065, Name: Korblox Ice Claws
ID: 223785350, Name: EKoSS Bow and Arrow
ID: 225921000, Name: Rainbow Magic Carpet
ID: 22596452, Name: Pepperoni Pizza
ID: 2261167878, Name: Overseer Mage Staff
ID: 226205948, Name: Golden Sword of Spring Growth
ID: 226206253, Name: Flower Feet
ID: 226206639, Name: Spring-loaded Jumping Stilts
ID: 2274759555, Name: Dollar Sign Skateboard
ID: 22787189, Name: Crimson Double Threat
ID: 22787248, Name: Watermelon
ID: 22788102, Name: Math Homework
ID: 22788134, Name: Elven Blade of Glory
ID: 22788972, Name: Smore
ID: 228588531, Name: Staff of Eggstra Large Eggs
ID: 228588651, Name: Eggstermination Slingshot
ID: 228589017, Name: Boss Bunny Bow and Arrow
ID: 2290921705, Name: Harvest Wizard's Staff
ID: 2291005315, Name: Rogue Bottington Steampunk Zapper
ID: 22920072, Name: Rebel Incinitron 6530
ID: 22960388, Name: Chimp Friend
ID: 22960435, Name: Protest Sign: Noobs
ID: 22971409, Name: Nuclear Winter Icicle Gun
ID: 230516405, Name: Rainbow Basket of Solitary Omega
ID: 230729032, Name: Opened Chosen Basket of the Overseer
ID: 230758501, Name: Opened Korblox Basket of the Frozen Dark
ID: 2316759705, Name: Microscope Launcher
ID: 2316760298, Name: Staff of Healing
ID: 23306097, Name: Ocean Samurai
ID: 233519998, Name: Bunny Ninja Master Sai
ID: 233520157, Name: Grey Bunny Accoutrement
ID: 233520257, Name: Joyful Periastron Epsilon
ID: 233520425, Name: iLift Two
ID: 233633874, Name: Worldwide Stunna
ID: 233660801, Name: Merely's Hover Surfboard
ID: 2350119937, Name: Blue Rolling Hoverboard
ID: 2350122208, Name: Cobalt Interplanetary Light Sword
ID: 23532796, Name: Lava XD
ID: 236401511, Name: Flock of Attack Seagulls
ID: 236403380, Name: Earth Summoning Horn
ID: 236403905, Name: Sinister Korblox Wings
ID: 236438668, Name: Crossbow of the Sea
ID: 236441643, Name: Earth Protection Orb
ID: 236442380, Name: Gear Recycler
ID: 236443047, Name: Regular Carpet
ID: 2385189785, Name: Pencil Sword
ID: 2385192846, Name: Throwing Lunchbox
ID: 24015579, Name: Pot Of Gold
ID: 2409286506, Name: Bat-tle Axe
ID: 2409287383, Name: Giant Bat Mount
ID: 2413687523, Name: Dread Elder Warlock's Wand
ID: 241542047, Name: Golden Staff of Bling Squared
ID: 24294400, Name: The Unstoppable
