id,name
ID: 12890798, Name: Teddy Trap,12890798
ID: 1060280135, Name: Evil Knight Sword,1060280135
ID: 22787248, Name: Watermelon,22787248
ID: 46846115, Name: Ninja Jump Potion,46846115
ID: 111876831, Name: April Showers,111876831
ID: 461488745, Name: Flaming Orb of Divine Pain,461488745
ID: 147143863, Name: Darkest Arts Sword,147143863
ID: 225921000, Name: Rainbow Magic Carpet,225921000
ID: 16688968, Name: Gravity Coil,16688968
ID: 306971294, Name: Bat Scythe,306971294
ID: 22596452, Name: Pepperoni Pizza,22596452
ID: 99119158, Name: Speed Coil,99119158
ID: 163350265, Name: Ye Olde Fire Breath Potion,163350265
ID: 19328185, Name: Snowball,19328185
ID: 11453385, Name: Katana,11453385
ID: 24346755, Name: Frying Pan,24346755
ID: 53130850, Name: Brighteyes' Sparkling Shillelagh,53130850
ID: 83704190, Name: Bluster Buster,83704190
ID: 73829214, Name: Atmoshocker,73829214
ID: 928914739, Name: Black Iron Katana,928914739
ID: 57902859, Name: Ice Cream,57902859
ID: 304721834, Name: Zombie Protest Sign,304721834
ID: 103358098, Name: Tom's Beans,103358098
ID: 253519495, Name: Ultimate Drive Speedster,253519495
ID: 18482570, Name: Scepter of Pharoahs,18482570
ID: 13206984, Name: Wooden Club,13206984
ID: 116040770, Name: Flashlight,116040770
ID: 489196923, Name: Xanwood Katana,489196923
ID: 21440120, Name: Protest Sign: Save the Zombies,21440120
ID: 123234673, Name: Camping Machete,123234673
ID: 425121415, Name: School's Out Launcher,425121415
ID: 58574416, Name: Wild West Sarsaparilla,58574416
ID: 286526176, Name: Adurite Katana,286526176
ID: 58574445, Name: ROBLOX Portable Game System (RPGS),58574445
ID: 21445765, Name: Crowbar,21445765
ID: 12145515, Name: Wooden Sword,12145515
ID: 14719505, Name: Cavalry Sabre,14719505
ID: 1033136271, Name: Interplanetary Light Sword,1033136271
ID: 11956382, Name: Police Baton,11956382
ID: 477910063, Name: Deluxe Rainbow Magic Carpet,477910063
ID: 22788134, Name: Elven Blade of Glory,22788134
ID: 104642566, Name: Fake C4,104642566
ID: 359179463, Name: Year of the Monkey Lantern,359179463
ID: 55301897, Name: Baseball Bat,55301897
ID: 29100449, Name: Banana Peel,29100449
ID: 170896941, Name: Foul Poison Fowl,170896941
ID: 71037076, Name: Arabian Knight Scimitar,71037076
ID: 13207169, Name: Stone Hammer,13207169
ID: 542755101, Name: 8-Bit Blaster,542755101
ID: 261439002, Name: Winters Greatsword,261439002
ID: 14131602, Name: Pirate Hook,14131602
ID: 15176169, Name: Caltrops,15176169
ID: 319656339, Name: Cuddly Cat,319656339
ID: 295460702, Name: Super Slash Cat Claws,295460702
ID: 122278207, Name: Punk Wrist Cuff,122278207
ID: 162857357, Name: Portable Beach,162857357
ID: 2463674178, Name: Baby Nessie Mount,2463674178
ID: 152233094, Name: The Drop,152233094
ID: 191261808, Name: Dark Pegasus,191261808
ID: 125859483, Name: NY Pizza Frisbee,125859483
ID: 45754061, Name: Microphone,45754061
ID: 456221232, Name: Party Blaster Paint Gun,456221232
ID: 257810065, Name: Attack Doge,257810065
ID: 121925044, Name: Bombo's Bow and Arrow,121925044
ID: 402305186, Name: Nonmagic Carpet,402305186
ID: 115377964, Name: Laser Finger Pointers,115377964
ID: 21392199, Name: Chocolate Milk,21392199
ID: 30392263, Name: Decoy Deploy,30392263
ID: 243790334, Name: Golden Steampunk Gloves,243790334
ID: 34399428, Name: Confetti Cannon,34399428
ID: 2350122208, Name: Cobalt Interplanetary Light Sword,2350122208
ID: 20721924, Name: Spartan Sword,20721924
ID: 283754518, Name: Rock Thunder,283754518
ID: 746686384, Name: Winged Magical Staff,746686384
ID: 13477890, Name: Pirate Juice,13477890
ID: 78730532, Name: Body Swap Potion,78730532
ID: 31314966, Name: US Military Top Secret Experimental Jetpack,31314966
ID: 168143042, Name: Galactic Laser Gun,168143042
ID: 52627419, Name: Basketball,52627419
ID: 12775410, Name: Double Bladed Hand Axe,12775410
ID: 365674685, Name: Sword of the Epicblueness,365674685
ID: 18474459, Name: Paint Bucket,18474459
ID: 30847779, Name: Magic Ninja,30847779
ID: 25974222, Name: Beach Ball,25974222
ID: 1402322831, Name: Sword of Heartsongs,1402322831
ID: 170897263, Name: Mad Murderer Knife,170897263
ID: 42321801, Name: Hot Chocolate,42321801
ID: 2535102249, Name: Sword of the Raven's Feather,2535102249
ID: 15179006, Name: Helen The Hiphipapotamus,15179006
ID: 101078559, Name: Icy Arctic Fowl,101078559
ID: 639345143, Name: Galactic Green Blaster,639345143
ID: 15470183, Name: Goblet,15470183
ID: 189910805, Name: Snow Storm Cloud,189910805
ID: 39258329, Name: ROBAR eXtreme Chocolate Crunch,39258329
ID: 65546284, Name: Shuriken of the Clan of the Crescent Moon,65546284
ID: 1088051376, Name: Skeleton BattleAxe,1088051376
ID: 58574452, Name: Go Fish,58574452
ID: 835779898, Name: Rockin' Feline Guitar,835779898
ID: 255800146, Name: Ninja Whip,255800146
ID: 125013799, Name: Battle Slingshot,125013799
ID: 154727251, Name: Super Speedy Purple Potion,154727251
ID: 28275809, Name: Scythe,28275809
ID: 29345958, Name: Vuvuzela,29345958
ID: 10469910, Name: Orc Blade,10469910
ID: 228588651, Name: Eggstermination Slingshot,228588651
ID: 29939404, Name: Hot Dog,29939404
ID: 31314931, Name: Epicsauce,31314931
ID: 2350119937, Name: Blue Rolling Hoverboard,2350119937
ID: 1258015943, Name: 2018 Noisemaker,1258015943
ID: 32355966, Name: Winsome Wizard Wand,32355966
ID: 11885154, Name: Rolling Pin,11885154
ID: 57983532, Name: Volleyball,57983532
ID: 119101539, Name: Regeneration Coil,119101539
ID: 1016183873, Name: Golden Magic Carpet,1016183873
ID: 78367424, Name: Tiger Friend,78367424
ID: 99797327, Name: Hanukkah Menorah,99797327
ID: 124126871, Name: Newtrat's Tuskinator,124126871
ID: 29100543, Name: Water Balloon,29100543
ID: 80576967, Name: Spray Paint,80576967
ID: 33683368, Name: Bugle,33683368
ID: 150366274, Name: Dual Gravity Coil,150366274
ID: 15668963, Name: Geolocator,15668963
ID: 112591865, Name: Deluxe Beach Ball,112591865
ID: 186868758, Name: Snowy Gravity Coil,186868758
ID: 89487934, Name: Medusa Head,89487934
ID: 2103276507, Name: 8-Bit Restoration Fairy,2103276507
ID: 1981813154, Name: Sword of Starlight,1981813154
ID: 28664212, Name: Soccer Ball,28664212
ID: 11373617, Name: Staff of the Woodlands,11373617
ID: 124472052, Name: Riptide,124472052
ID: 52625744, Name: Picnic Basket,52625744
ID: 49929724, Name: Knights of Redcliff: Battle Axe,49929724
ID: 25162389, Name: Classic Bucket,25162389
ID: 46360920, Name: Mackerel,46360920
ID: 268533852, Name: Magical Unicorn,268533852
ID: 21351465, Name: Maraca,21351465
ID: 467138029, Name: Robot Dance Gun,467138029
ID: 445150567, Name: Lincoln's Golden Rail Splitter,445150567
ID: 101078350, Name: Holiday Ham,101078350
ID: 118281609, Name: Squid Ink Bomb,118281609
ID: 31314849, Name: Barrel O' Monkeys,31314849
ID: 40493590, Name: Cherry Pie,40493590
ID: 168140813, Name: Flaming Halberd,168140813
ID: 88146505, Name: Call Me Cellphone,88146505
ID: 32353654, Name: Moonwalk Dance Potion,32353654
ID: 445151478, Name: 4th of July 2016 Fireworks,445151478
ID: 1215506016, Name: Frozen Halberd,1215506016
ID: 31839411, Name: Fire Extinguisher,31839411
ID: 164207842, Name: Pool Noodle,164207842
ID: 34398653, Name: ROBLOX Grab Bag,34398653
ID: 44116233, Name: Megaphone,44116233
ID: 107458461, Name: Noobcaik,107458461
ID: 172246669, Name: Paintball Pro,172246669
ID: 24791472, Name: Chocolate Bunny,24791472
ID: 90718350, Name: Bear Mine Gun,90718350
ID: 110789105, Name: RAIG Table,110789105
ID: 284135286, Name: Robloxian Clone,284135286
ID: 27858062, Name: Dance Potion,27858062
ID: 1340206957, Name: Black Hole Sword,1340206957
ID: 26421972, Name: Zombie Staff,26421972
ID: 28672001, Name: Goala Cola,28672001
ID: 343586214, Name: Rainbow Laser Blaster,343586214
ID: 398675172, Name: Red Rolling Hoverboard,398675172
ID: 3459922232, Name: 8-Bit Wizarding Staff,3459922232
ID: 2261167878, Name: Overseer Mage Staff,2261167878
ID: 34398938, Name: Birthday Pinata,34398938
ID: 121385262, Name: Zombie Dog,121385262
ID: 92142799, Name: Phoenix,92142799
ID: 10910681, Name: Pirate Cutlass,10910681
ID: 99119198, Name: Face Melting Guitar,99119198
ID: 169669671, Name: Stravant's Lightning,169669671
ID: 621090617, Name: Robot Rock Guitar,621090617
ID: 18462637, Name: Staff of the Winds,18462637
ID: 236443047, Name: Regular Carpet,236443047
ID: 96669687, Name: Trusty Blade,96669687
ID: 176219131, Name: ROBLOX U Foam Finger,176219131
ID: 22788972, Name: Smore,22788972
ID: 53623248, Name: Builderman's Hammer of Shimmering Light,53623248
ID: 2605965785, Name: Ice Blue Rolling Hoverboard,2605965785
ID: 18409191, Name: Spikey Stick of Civilized Negotiation,18409191
ID: 22152234, Name: Clawknife,22152234
ID: 2568200796, Name: Turkey Mount,2568200796
ID: 33382537, Name: Slingshot,33382537
ID: 450565762, Name: Attack Raccoon,450565762
ID: 172248941, Name: Penguin Power Pet,172248941
ID: 83704169, Name: Towering Inferno Sword,83704169
ID: 2620441860, Name: 2019 Spinning Noisemaker,2620441860
ID: 11999235, Name: Spec Alpha Biograft Energy Sword,11999235
ID: 928913996, Name: Adurite Guitar of Rock Excellence,928913996
ID: 21439965, Name: Foam Finger,21439965
ID: 11419882, Name: Red Stratobloxxer,11419882
ID: 41457719, Name: Chocolate Gelt,41457719
ID: 45177979, Name: Sledge Hammer,45177979
ID: 1074738432, Name: Gigantic Bat Wings,1074738432
ID: 27171403, Name: Battle Axe,27171403
ID: 24686580, Name: Double Cheezburger,24686580
ID: 10758456, Name: Bluesteel Claw,10758456
ID: 15731350, Name: Leland the Lolturtle,15731350
ID: 30649735, Name: Magnificent Magenta Paintball Gun,30649735
ID: 187840979, Name: Penguin Horde  Attack,187840979
ID: 38327125, Name: Wizard Orb,38327125
ID: 48395736, Name: Knight's Elder Blade,48395736
ID: 74385386, Name: Razevenge,74385386
ID: 34901961, Name: Gravity Gun,34901961
ID: 147143821, Name: Orinthian Axe,147143821
ID: 1074742019, Name: Mr. Wing,1074742019
ID: 10884288, Name: War Rocks,10884288
ID: 264990158, Name: Gold Eagle Sword,264990158
ID: 522587921, Name: Zombie STOPing Axe,522587921
ID: 10468915, Name: ROBLOX Classic Brigand's Sword,10468915
ID: 192456288, Name: Black Tie Affair Gun,192456288
ID: 150363993, Name: Spring Sunshine,150363993
ID: 517827255, Name: Double-Bladed Scythe,517827255
ID: 19111894, Name: Wood Cabin Snowglobe,19111894
ID: 46362414, Name: Ice Potion,46362414
ID: 44115185, Name: Judge Underwood's Gavel,44115185
ID: 146047188, Name: Presidential Vampire Slaying Ax,146047188
ID: 928807470, Name: Blue Fidget Spinner,928807470
ID: 81847570, Name: Military Axe,81847570
ID: 35684857, Name: Fortune Cookie,35684857
ID: 18426536, Name: Apple Pie,18426536
ID: 82357101, Name: Portable Justice,82357101
ID: 101110605, Name: Gravity Disruptor,101110605
ID: 30393548, Name: Grapple Hook,30393548
ID: 277955605, Name: Throwing Knife Pen,277955605
ID: 96669697, Name: Giant Blade,96669697
ID: 20064349, Name: 2010 Fireworks,20064349
ID: 102705386, Name: Earth's Might Staff,102705386
ID: 30847733, Name: Vine Staff,30847733
ID: 17237662, Name: Bloxiade,17237662
ID: 295461517, Name: Viridian Katana,295461517
ID: 10831489, Name: Fencing Foil,10831489
ID: 26017478, Name: Blue Bloxxers Paintball Gun,26017478
ID: 987032734, Name: Super Spy Drone,987032734
ID: 130113146, Name: Hyperlaser Gun,130113146
ID: 1829078563, Name: Sun Slayer Sword,1829078563
ID: 101106464, Name: Battle Bottle,101106464
ID: 123234545, Name: Camping Lantern,123234545
ID: 87361995, Name: Chaos Master's Wing Slasher,87361995
ID: 88885539, Name: Airstrike,88885539
ID: 49491736, Name: Dracovin Spell Book,49491736
ID: 26777410, Name: Pwny,26777410
ID: 26014536, Name: Red Rebels Paintball Gun,26014536
ID: 170903610, Name: Intergalactic Sword,170903610
ID: 147143848, Name: Flaming Mace,147143848
ID: 87361806, Name: Meteor Staff,87361806
ID: 330296114, Name: Christmas Tree Launcher,330296114
ID: 22152195, Name: Heartbreak,22152195
ID: 163354553, Name: Bluesteel Midas Hand,163354553
ID: 45201977, Name: First Aid Kit,45201977
ID: 125013849, Name: Taxi,125013849
ID: 71597060, Name: Captain Steelshanks Recruiting Staff,71597060
ID: 98411393, Name: R-Orb,98411393
ID: 1678349400, Name: Radical Purple Keytar,1678349400
ID: 101079008, Name: Fancy Skateboard,101079008
ID: 105189783, Name: Trollamon,105189783
ID: 81847365, Name: Potato Cannon,81847365
ID: 176087556, Name: Leopard Print Balloon,176087556
ID: 903197575, Name: Overseer Mace,903197575
ID: 236438668, Name: Crossbow of the Sea,236438668
ID: 160198658, Name: Midnight Sword,160198658
ID: 14131296, Name: Machete,14131296
ID: 27494652, Name: Green Balloon,27494652
ID: 46360870, Name: Ice Axe,46360870
ID: 21440056, Name: Protest Sign: Pro Fake Mustache,21440056
ID: 114687223, Name: Cinco de Mayo Piñata,114687223
ID: 22788102, Name: Math Homework,22788102
ID: 117498793, Name: Poisonous Butterfly,117498793
ID: 121385193, Name: Rubber Chicken Launcher,121385193
ID: 2804667002, Name: Year of the Boar Lantern,2804667002
ID: 178077177, Name: Overseer's Steed,178077177
ID: 1402292509, Name: Year of the Dog Lantern,1402292509
ID: 193771176, Name: Rockin' Pink Guitar,193771176
ID: 461489128, Name: Wizard Flight Spell,461489128
ID: 1380774367, Name: Steampunk Hoverboard,1380774367
ID: 478707595, Name: All-Seeing Golem's Hammer,478707595
ID: 56561570, Name: Confusion's Cauldron,56561570
ID: 183355732, Name: Deluxe Vine Staff,183355732
ID: 1760404984, Name: Teapot Launcher,1760404984
ID: 14864611, Name: Compass,14864611
ID: 1149193097, Name: Valentine’s Throwing Stars,1149193097
ID: 88885506, Name: Military Spy Satellite,88885506
ID: 68603151, Name: All-Seeing Sentry,68603151
ID: 163355404, Name: 8-Bit Phoenix,163355404
ID: 99797403, Name: Make It Rain,99797403
ID: 26673760, Name: Mariachi Guitar,26673760
ID: 380210977, Name: Leprechaun Potion,380210977
ID: 59848509, Name: Korblox Battlefield Trap,59848509
ID: 211944997, Name: Donut Delivery Moped,211944997
ID: 103359953, Name: Shadow Sword,103359953
ID: 12187319, Name: Sword of the Highlander,12187319
ID: 88143166, Name: Vaulting Pole,88143166
ID: 94794833, Name: Cloak of the Undying,94794833
ID: 74385438, Name: Gravitron 3000,74385438
ID: 189910262, Name: Robloxsai Bike,189910262
ID: 2445084910, Name: Ghostly Possessed Sword of Terror,2445084910
ID: 74385399, Name: Remote Explosive Detonator,74385399
ID: 162857391, Name: Endless Summer Fireworks,162857391
ID: 218631128, Name: Green Laser Scythe,218631128
ID: 147937284, Name: Disco Ball,147937284
ID: 181550181, Name: Axe of the Divine Flame,181550181
ID: 34898883, Name: Positronic Platform Producer,34898883
ID: 92627988, Name: Orinthian Mace,92627988
ID: 156467926, Name: Knights of the Splintered Skies: Sword,156467926
ID: 95484354, Name: Misfortune Cookie,95484354
ID: 2385189785, Name: Pencil Sword,2385189785
ID: 738924664, Name: Carrot Slingshot,738924664
ID: 25741198, Name: Hot Potato,25741198
ID: 57229313, Name: Bug Juice,57229313
ID: 11719016, Name: Blow Dryer,11719016
ID: 16986805, Name: Pumpkin Pi,16986805
ID: 72069827, Name: The Break Up,72069827
ID: 88143093, Name: Pigs Boson Collider,88143093
ID: 72713855, Name: Gigantoform,72713855
ID: 16924676, Name: Tic Tac Toe Board,16924676
ID: 244081145, Name: DarkAge Naginata,244081145
ID: 161282711, Name: Patriot's Monster Truck,161282711
ID: 54130537, Name: Seashell Snare,54130537
ID: 13206887, Name: Spooky Guitar,13206887
ID: 233633874, Name: Worldwide Stunna,233633874
ID: 30847746, Name: Trident,30847746
ID: 93136666, Name: Sword of the Seven Winters,93136666
ID: 96095042, Name: Sorcus' Chair,96095042
ID: 94233391, Name: Ghost Dragon,94233391
ID: 60888225, Name: DarkAge Ninjas: Ninja Kitteh,60888225
ID: 95951291, Name: Skeleton King's Sword,95951291
ID: 35293856, Name: Atomizer,35293856
ID: 287424278, Name: Orinthian Electroslasher,287424278
ID: 118281529, Name: Harpoon,118281529
ID: 1132887630, Name: 8-Bit Pumpkin Launcher,1132887630
ID: 108149201, Name: Dark Falchion,108149201
ID: 54130559, Name: Poseidon's Quake Trident,54130559
ID: 176087640, Name: ROBLOX U Free Stuff Launcher,176087640
ID: 65079094, Name: Retro Candy,65079094
ID: 298087401, Name: Fusion Gatling Blaster,298087401
ID: 17527923, Name: Pumpkin Bucket,17527923
ID: 50454041, Name: Magic Carrot,50454041
ID: 52180878, Name: Ultimate Slide Skateboard,52180878
ID: 161220552, Name: Bundle of Fireworks,161220552
ID: 228588531, Name: Staff of Eggstra Large Eggs,228588531
ID: 10510024, Name: Board With a Nail in It,10510024
ID: 2620523077, Name: Inflatable Saxophone,2620523077
ID: 138761013, Name: Sparkle Time Lump of Coal,138761013
ID: 163348987, Name: Cymbals,163348987
ID: 86494893, Name: Darksteel Katana of Ancient Illuminators,86494893
ID: 292969932, Name: From the Vault: Kawaii Cat,292969932
ID: 257343434, Name: Crocopal,257343434
ID: 108875151, Name: Golden Katana of Destiny,108875151
ID: 292970740, Name: From the Vault: Dozens of Dinosaurs,292970740
ID: 50937815, Name: Atomblaster 777,50937815
ID: 527384527, Name: Mostly Ghostly Potion,527384527
ID: 189910707, Name: Snowplow,189910707
ID: 283755431, Name: Dueling Piano,283755431
ID: 2409287383, Name: Giant Bat Mount,2409287383
ID: 223439643, Name: Overseer Sword & Shield,223439643
ID: 2506365260, Name: Skeletal Scythe,2506365260
ID: 1469849512, Name: Red Carpet Hoverboard,1469849512
ID: 928806888, Name: Red Fidget Spinner,928806888
ID: 27245855, Name: Green Gremlins Paintball Gun,27245855
ID: 46360821, Name: Penguin Potion,46360821
ID: 323192649, Name: Tone's Water Polo Ball,323192649
ID: 361950297, Name: 8-Bit Sword,361950297
ID: 2190019650, Name: Spy All Terrain Vehicle,2190019650
ID: 12504077, Name: Electric Blue,12504077
ID: 12902404, Name: Bundle of TNT,12902404
ID: 542184488, Name: 8-Bit Duck Friend,542184488
ID: 1215515248, Name: Frozen Throwing Knives,1215515248
ID: 21392417, Name: Tambourine,21392417
ID: 610133129, Name: Fire Breathing Friend,610133129
ID: 1001649855, Name: Giant Magnet,1001649855
ID: 218631022, Name: Laser Throwing Stars,218631022
ID: 106701619, Name: Wizards of the Astral Isles: Frog Transformer,106701619
ID: 51346336, Name: Ninja Sai,51346336
ID: 95951270, Name: Korblox Bone & Arrow,95951270
ID: 49491781, Name: Staff of Celestial Light,49491781
ID: 12187431, Name: Sand Tempest Scimitar,12187431
ID: 29532138, Name: Bloxxy Radar,29532138
ID: 315617026, Name: Dual Monster Axes,315617026
ID: 346687565, Name: Blue Speedster,346687565
ID: 170896571, Name: Red Hyperbike,170896571
ID: 243791145, Name: Bluesteel Katana,243791145
ID: 107458483, Name: Pompous, the Cloud,107458483
ID: 728207067, Name: Bouquet of Pain Throwing Stars,728207067
ID: 72644644, Name: Quantum Entangler,72644644
ID: 13478015, Name: Skele-tar,13478015
ID: 243778818, Name: Fallen Artemis Sword & Shield,243778818
ID: 158069110, Name: Poisoned Skeleton Scythe,158069110
ID: 178076989, Name: Exploding Heart,178076989
ID: 28277486, Name: Black Hole Bomb,28277486
ID: 188853857, Name: Arctic Fox Tail,188853857
ID: 106064315, Name: Noxious Chocolate,106064315
ID: 97161295, Name: Gear Cloner,97161295
ID: 152187198, Name: Red Rock Star Guitar,152187198
ID: 125859385, Name: Big Apple Launcher,125859385
ID: 283756680, Name: Ultraviolet Blaster,283756680
ID: 365642085, Name: Frozen Blue Ice Crossbow,365642085
ID: 248287898, Name: Club Boates Disco Ball,248287898
ID: 236442380, Name: Gear Recycler,236442380
ID: 20642023, Name: Quick Potion,20642023
ID: 45094376, Name: Saxophone,45094376
ID: 2620451289, Name: Deluxe Luxury Magic Sled,2620451289
ID: 335132838, Name: Navy Convertible,335132838
ID: 903199054, Name: Redcliff Battleaxe,903199054
ID: 483899693, Name: Viridian Hoverboard,483899693
ID: 163348575, Name: Classic Plane,163348575
ID: 155696189, Name: Skipper Seal,155696189
ID: 298085284, Name: Personal Rocketship,298085284
ID: 718258183, Name: Attack Racket,718258183
ID: 341108783, Name: DarkAge Kunai,341108783
ID: 20373160, Name: Cowbell,20373160
ID: 73799348, Name: The Axe of Undoing: A Walmart Exclusive,73799348
ID: 123234510, Name: Instant Campfire,123234510
ID: 88885524, Name: Stun Grenade,88885524
ID: 498752334, Name: Paper Ninja Stars,498752334
ID: 82357123, Name: Laser Electrocutor,82357123
ID: 754871615, Name: Dual Wield Ninja Scythes,754871615
ID: 168140516, Name: Breath of Fire,168140516
ID: 2620470482, Name: 2019 Fireworks,2620470482
ID: 69947379, Name: Illuminating Spear of Revengeance,69947379
ID: 170903216, Name: Pizza Delivery Vehicle,170903216
ID: 161216321, Name: Homemade Wings,161216321
ID: 163352376, Name: Personal UFO,163352376
ID: 54694324, Name: Saw Sword,54694324
ID: 846794018, Name: Bluesea Soarer,846794018
ID: 1241586091, Name: Spell Book of Ice Cold Revenge,1241586091
ID: 99797381, Name: Sword of Fiery Justice,99797381
ID: 80576952, Name: Time Bomb,80576952
ID: 2568114215, Name: Blinged Gold Motorcycle,2568114215
ID: 236441643, Name: Earth Protection Orb,236441643
ID: 29099749, Name: Transmorph Ray Gun,29099749
ID: 25158998, Name: ROBLOX Frisbee,25158998
ID: 120749494, Name: Bald Eagle,120749494
ID: 88143074, Name: Poison Picnic,88143074
ID: 93136674, Name: Uppercut Sword,93136674
ID: 271017537, Name: Squid Launcher,271017537
ID: 1258015236, Name: 2018 Fireworks,1258015236
ID: 754869699, Name: Deluxe Pirate Hook,754869699
ID: 208659734, Name: Super Spy Laser Blaster,208659734
ID: 226206253, Name: Flower Feet,226206253
ID: 190094313, Name: Rocket Powered Skis,190094313
ID: 42845853, Name: Super Freeze Ray 2011,42845853
ID: 35683911, Name: Wall Walker,35683911
ID: 1191128759, Name: Ram Mount,1191128759
ID: 221181437, Name: Red Sparkle Time Claymore,221181437
ID: 215392741, Name: Merely's Green Sparkle Time Hoverboard,215392741
ID: 106064469, Name: Year of the Snake Lantern,106064469
ID: 92628074, Name: Orinthian Blaster 3777,92628074
ID: 49491716, Name: Princess Mischief's Wand,49491716
ID: 19111883, Name: Wooden Dreidel,19111883
ID: 498752764, Name: Flying Carpet of Books,498752764
ID: 359244394, Name: Guitar of Rock Excellence,359244394
ID: 1708354246, Name: Pinata Mount,1708354246
ID: 129471121, Name: Trololo Cape of Invisibility,129471121
ID: 292969139, Name: From the Vault: Alpaca Plushie,292969139
ID: 335085355, Name: Overseer Smashing Hammer,335085355
ID: 1402452608, Name: Tiny Elephant,1402452608
ID: 87361508, Name: Chimera,87361508
ID: 176087597, Name: ROBLOX U Frisbee,176087597
ID: 233660801, Name: Merely's Hover Surfboard,233660801
ID: 51757158, Name: Korblox: Tripmine,51757158
ID: 81330766, Name: Time Watch,81330766
ID: 77443436, Name: Swordbreaker,77443436
ID: 746687364, Name: Mega Mallet,746687364
ID: 95258660, Name: Explosive Spy Pen,95258660
ID: 76170545, Name: Race the Sunset,76170545
ID: 129471151, Name: ROBLOX Invisicar,129471151
ID: 87361662, Name: Ice Breaker,87361662
ID: 120307951, Name: Noir Periastron Psi,120307951
ID: 88146486, Name: First Class Fencing Sword,88146486
ID: 47597835, Name: Ninja Blink Potion,47597835
ID: 116693694, Name: Amerilaser Blaster,116693694
ID: 109583846, Name: Fairy Axe,109583846
ID: 271017937, Name: Radiant Seahorse,271017937
ID: 45941397, Name: Fire Breathing Dragon Friend,45941397
ID: 206136532, Name: Giant Dinosaur Feet,206136532
ID: 152233381, Name: Sleepy Song Bird,152233381
ID: 226205948, Name: Golden Sword of Spring Growth,226205948
ID: 128162713, Name: Emerald Knights of the Seventh Sanctum Staff,128162713
ID: 728205177, Name: Spring Saber,728205177
ID: 477911027, Name: Rainbow Disco Hyperbike with Sidecar,477911027
ID: 78005082, Name: Sci-Fi MedVac 4300,78005082
ID: 286527185, Name: Merely's Bluesteel Hoverboard,286527185
ID: 549914420, Name: Razor Sharp Looks,549914420
ID: 313547087, Name: Flying Vacuum,313547087
ID: 503957703, Name: Deluxe Slime Ray,503957703
ID: 287426148, Name: Omega Rainbow Sword,287426148
ID: 2385192846, Name: Throwing Lunchbox,2385192846
ID: 387285940, Name: Bunny Moto,387285940
ID: 130113061, Name: Hyperbike,130113061
ID: 549915884, Name: Disguise-to-Go Watch,549915884
ID: 206799274, Name: Emerald Hyperbike,206799274
ID: 60357989, Name: Silly Stilts,60357989
ID: 85145626, Name: Bear Arm,85145626
ID: 66426103, Name: Gamaboi,66426103
ID: 483308034, Name: Overseer Warlord's Sword,483308034
ID: 55917432, Name: Knights of the Splintered Skies: Ballista,55917432
ID: 45941451, Name: Danceblaster 7000,45941451
ID: 254608905, Name: Bladed Ninja Claw,254608905
ID: 65545971, Name: Mega Annoying Megaphone,65545971
ID: 53917288, Name: Walrus,53917288
ID: 163995460, Name: NobleDragon's Noble Dragon,163995460
ID: 15397778, Name: First Aid Kit,15397778
ID: 286527303, Name: Midnight Motor Madness Scooter,286527303
ID: 330296266, Name: Flying Reindeer,330296266
ID: 90718686, Name: Conjuror's Fist,90718686
ID: 68354853, Name: Annoying Elf: Keith,68354853
ID: 60888200, Name: DarkAge Ninjas: SunFire Scroll,60888200
