ID: 168141301, Name: Ice Dragon Slayer
ID: 65545955, Name: Dance Grenade
ID: 19704064, Name: Ice Staff
ID: 61459706, Name: Staff of Shifting Polarity
ID: 127506364, Name: Knights of Redcliff: Deluxe Sword and Shield Set
ID: 262406180, Name: Magnificent Lion 
ID: 1191149773, Name: Falcon-Pack 9000
ID: 101734094, Name: Korblox Flying Oblivion Horn
ID: 10760425, Name: Staff of Sparks
ID: 461488745, Name: Flaming Orb of Divine Pain
ID: 846794018, Name: Bluesea Soarer
ID: 163352376, Name: Personal UFO
ID: 103359953, Name: Shadow Sword
ID: 243790334, Name: Golden Steampunk Gloves
ID: 10727852, Name: Witches Brew
ID: 15970544, Name: Harbinger of Fimbulwinter
ID: 74385399, Name: Remote Explosive Detonator
ID: 30649735, Name: Magnificent Magenta Paintball Gun
ID: 172246669, Name: Paintball Pro
ID: 65082246, Name: Elixir of Dreams
ID: 2445089071, Name: Zombie Hunter Motorcycle
ID: 29099749, Name: Transmorph Ray Gun
ID: 16214845, Name: Cake
ID: 92628074, Name: Orinthian Blaster 3777
ID: 72644644, Name: Quantum Entangler
ID: 2163551089, Name: Bluesteel Crossbow
ID: 73265108, Name: Telamax xTreme Dual Shoulder Cannons
ID: 1981813154, Name: Sword of Starlight
ID: 73888479, Name: Spikesplosion
ID: 319656339, Name: Cuddly Cat
ID: 380204314, Name: Lucky Throwing Axes
ID: 283755431, Name: Dueling Piano
ID: 12187319, Name: Sword of the Highlander
ID: 156467855, Name: Korblox Bone Mace
ID: 1678349400, Name: Radical Purple Keytar
ID: 114020505, Name: Knights of RedCliff: Battle Horn 
ID: 34901961, Name: Gravity Gun
ID: 208659734, Name: Super Spy Laser Blaster
ID: 154727251, Name: Super Speedy Purple Potion
ID: 176087556, Name: Leopard Print Balloon
ID: 359244394, Name: Guitar of Rock Excellence
ID: 129471121, Name: Trololo Cape of Invisibility
ID: 87361662, Name: Ice Breaker
ID: 1074738432, Name: Gigantic Bat Wings
ID: 184760397, Name: Steampunk Bow
ID: 16688968, Name: Gravity Coil
ID: 517827255, Name: Double-Bladed Scythe
ID: 99119158, Name: Speed Coil
ID: 117498849, Name: Wasp Wings
ID: 223439643, Name: Overseer Sword & Shield
ID: 82357123, Name: Laser Electrocutor
ID: 128162639, Name: Emerald Knights of the Seventh Sanctum Spellbook
ID: 169602103, Name: Seranok's Rocket Jumper
ID: 51757162, Name: Korblox: Berserker's Claymore
ID: 172298750, Name: Dragonheart Sword & Shield
ID: 92628079, Name: Orinthian Sword and Shield
ID: 157205831, Name: Steampunk Jetpack
ID: 103358098, Name: Tom's Beans
ID: 12902404, Name: Bundle of TNT
ID: 188643628, Name: Killer Whale Launcher
ID: 1536052210, Name: Gem Egg Claymore
ID: 80576967, Name: Spray Paint
ID: 178076989, Name: Exploding Heart
ID: 158069110, Name: Poisoned Skeleton Scythe
ID: 46360870, Name: Ice Axe
ID: 22152195, Name: Heartbreak
ID: 53623295, Name: Njay's Web Blaster 
ID: 121385262, Name: Zombie Dog
ID: 50454086, Name: Egg Fuse Bomb
ID: 46846074, Name: Ninja Darts
ID: 1560600467, Name: Combat Mop
ID: 71037028, Name: Flying Magic Carpet
ID: 1402322831, Name: Sword of Heartsongs
ID: 639345143, Name: Galactic Green Blaster
ID: 225921000, Name: Rainbow Magic Carpet
ID: 2190016098, Name: Above Top Secret Jetpack
ID: 92627988, Name: Orinthian Mace
ID: 102705430, Name: Incinerator 6000
ID: 111876831, Name: April Showers
ID: 71597027, Name: The Sea's Revenge
ID: 47871615, Name: Guitarmy
ID: 243007180, Name: HEX Spitter
ID: 903197575, Name: Overseer Mace
ID: 206798405, Name: Laser Lava Launcher
ID: 70476425, Name: Dragonshead Cannon
ID: 257813288, Name: Neon Mystery Cape
ID: 84417104, Name: Helper Cannon
ID: 283756680, Name: Ultraviolet Blaster
ID: 304719869, Name: 10/9 - Zombie Escape Scooter
ID: 30847779, Name: Magic Ninja
ID: 82357079, Name: Riot Shield and Billy Club Set
ID: 1340206957, Name: Black Hole Sword
ID: 168142394, Name: Dual Bacon Daggers
ID: 271017031, Name: Sushi Scooter
ID: 74385386, Name: Razevenge
ID: 221173959, Name: Red Panda
ID: 211944997, Name: Donut Delivery Moped
ID: 26014536, Name: Red Rebels Paintball Gun
ID: 123234673, Name: Camping Machete
ID: 52625744, Name: Picnic Basket
ID: 10831489, Name: Fencing Foil
ID: 295460073, Name: Plunger Launcher
ID: 99797357, Name: Holiday Ornament Staff
ID: 174752245, Name: Silver Crossbow
ID: 1760404984, Name: Teapot Launcher
ID: 1132887630, Name: 8-Bit Pumpkin Launcher
ID: 163348758, Name: Victrola
ID: 64220952, Name: Ghostfire Throwing Daggers
ID: 1241587075, Name: Personal Plane
ID: 53130867, Name: JediTkacheff's DeathStar
ID: 16722267, Name: Moneybag
ID: 1149579825, Name:  Winged Guitar
ID: 15177716, Name: Taco
ID: 174752553, Name: Civil War Artillery
ID: 19328185, Name: Snowball
ID: 125859483, Name: NY Pizza Frisbee
ID: 102705386, Name: Earth's Might Staff
ID: 2103274863, Name: 8-Bit Sword and Shield
ID: 1016184293, Name: Coffee Cruiser
ID: 105289761, Name: Beast Claws
ID: 21392199, Name: Chocolate Milk
ID: 160198363, Name: Dynamically Lit Sword
ID: 176087466, Name: Zebra Laser Gun
ID: 150363993, Name: Spring Sunshine
ID: 359178822, Name: Orinthian Winged Jet Pack
ID: 150366351, Name: Spring Launcher
ID: 16979083, Name: Flashbang
ID: 346687267, Name: Green Elf Bow
ID: 20721924, Name: Spartan Sword
ID: 126704033, Name: Chupacabra
ID: 236441643, Name: Earth Protection Orb
ID: 13206856, Name: Jungle Guitar
ID: 439988813, Name: Attack Ocelot
ID: 106701564, Name: Wizards of the Astral Isles: Rat Plague Summoner
ID: 151292047, Name: Staff of Staff
ID: 754869699, Name: Deluxe Pirate Hook
ID: 80576928, Name: Tee Shirt Cannon
ID: 271017537, Name: Squid Launcher
ID: 425121415, Name: School's Out Launcher
ID: 430066424, Name: Bunch of Balloons
ID: 81847570, Name: Military Axe
ID: 85879465, Name: Torso Cannon 
ID: 79446395, Name: Toxic Goo Trap
ID: 82357101, Name: Portable Justice
ID: 2535102910, Name: R0b0-Penguin
ID: 105351748, Name: Kittypult
ID: 91360028, Name: Puppet Master
ID: 69210407, Name: Remote Control Plane
ID: 522587921, Name: Zombie STOPing Axe
ID: 118281529, Name: Harpoon
ID: 346687565, Name: Blue Speedster
ID: 746686384, Name: Winged Magical Staff
ID: 52180871, Name: Remote Controlled Monster Truck
ID: 117498775, Name: Beehive
ID: 18409191, Name: Spikey Stick of Civilized Negotiation
ID: 1033137155, Name: Deluxe Green Roped
ID: 2136389582, Name: Makeshift Bow
ID: 2045767145, Name: Robotic Horse Mount
ID: 359179463, Name: Year of the Monkey Lantern
ID: 835780770, Name: Winterfang: The Fateful
ID: 13478015, Name: Skele-tar
ID: 2409286506, Name: Bat-tle Axe
ID: 101078559, Name: Icy Arctic Fowl
ID: 159199229, Name: Bruin Mount
ID: 1990279115, Name: Great White Mount
ID: 97161295, Name: Gear Cloner
ID: 728205177, Name: Spring Saber
ID: 97161262, Name: Booster Gloves
ID: 47262108, Name: Kunai
ID: 152187198, Name: Red Rock Star Guitar 
ID: 527383094, Name: Sir Scaresalot
ID: 42845684, Name: Dusek Car
ID: 100469994, Name: Danger Mace
ID: 174752186, Name: The Sword of Shai
ID: 220288951, Name: Attack Snake Staff
ID: 60888200, Name: DarkAge Ninjas: SunFire Scroll
ID: 1060282245, Name: Forest Bow and Arrow
ID: 450565762, Name: Attack Raccoon
ID: 1016183873, Name: Golden Magic Carpet
ID: 143606363, Name: Hot Chocolate Launcher
ID: 12145515, Name: Wooden Sword
ID: 122278207, Name: Punk Wrist Cuff
ID: 121385193, Name: Rubber Chicken Launcher
ID: 283754518, Name: Rock Thunder
ID: 72713855, Name: Gigantoform
ID: 96669682, Name: Danger Dagger
ID: 146047188, Name: Presidential Vampire Slaying Ax
ID: 168140516, Name: Breath of Fire
ID: 2569022418, Name: Twin Space Pistols
ID: 83704190, Name: Bluster Buster
ID: 1241585055, Name: Elf Launcher
ID: 255800146, Name: Ninja Whip
ID: 356213494, Name: Steampunk Bow and Arrow
ID: 38326803, Name: Tribal Spear
ID: 15176169, Name: Caltrops
ID: 71037076, Name: Arabian Knight Scimitar
ID: 88885481, Name: Military Dress Sword
ID: 35683911, Name: Wall Walker
ID: 121925044, Name: Bombo's Bow and Arrow
ID: 168142620, Name: Boxing Glove Launcher
ID: 86492467, Name: Stealth Ninja Potion
ID: 29939404, Name: Hot Dog 
ID: 34398938, Name: Birthday Pinata
ID: 21440120, Name: Protest Sign: Save the Zombies
ID: 59848509, Name: Korblox Battlefield Trap
ID: 59190534, Name: Statue Staff of Stony Justice
ID: 11956382, Name: Police Baton
ID: 147143821, Name: Orinthian Axe
ID: 170902990, Name: Mad Morning Star
ID: 14719505, Name: Cavalry Sabre
ID: 44561400, Name: Shrunken Head
ID: 55917409, Name: Knights of the Splintered Skies: Morning Star
ID: 1001649855, Name: Giant Magnet
ID: 139578061, Name: Smashing Drum
ID: 356212121, Name: Steampunk Attack Birds
ID: 563288952, Name: Rocket Boots
ID: 1241156683, Name: Swordfish Sword
ID: 1149193097, Name: Valentine’s Throwing Stars
ID: 277955605, Name: Throwing Knife Pen
ID: 32355966, Name: Winsome Wizard Wand
ID: 78730532, Name: Body Swap Potion
ID: 313547087, Name: Flying Vacuum
ID: 2385189785, Name: Pencil Sword
ID: 157205818, Name: Metal Cog Shuriken
ID: 33867016, Name: Hand Cannon
ID: 45094376, Name: Saxophone
ID: 2506347092, Name: Skeleton Foam Finger
ID: 187688069, Name: Polar Bear Attack Claws
ID: 738925737, Name: Horde of Attack Chirps
ID: 58574445, Name: ROBLOX Portable Game System (RPGS)
ID: 147937415, Name: Mardi Gras Necklace Shooter
ID: 44084783, Name: Tomahawk
ID: 1191143111, Name: Battle Elk Mount
ID: 268533320, Name: Meerkat Horde
ID: 22788134, Name: Elven Blade of Glory
ID: 243788599, Name: Hedgehog Horde
ID: 2620452349, Name: Jingle Bell Launcher
ID: 10831509, Name: Knight's Sword
ID: 304721834, Name: Zombie Protest Sign
ID: 150366274, Name: Dual Gravity Coil
ID: 972187699, Name: Future Crossbow
ID: 25741198, Name: Hot Potato
ID: 116040770, Name: Flashlight
ID: 34898883, Name: Positronic Platform Producer
ID: 728207067, Name: Bouquet of Pain Throwing Stars
ID: 284135286, Name: Robloxian Clone
ID: 430065768, Name: Deluxe Dance Ray
ID: 42321801, Name: Hot Chocolate
ID: 24791472, Name: Chocolate Bunny
ID: 21445765, Name: Crowbar
ID: 1088051376, Name: Skeleton BattleAxe
ID: 128160832, Name: PE Whistle
ID: 49491716, Name: Princess Mischief's Wand
ID: 264990158, Name: Gold Eagle Sword
ID: 109583846, Name: Fairy Axe
ID: 88146505, Name: Call Me Cellphone
ID: 192456288, Name: Black Tie Affair Gun
ID: 188644205, Name: Rapid Fire Snowflakes Shuriken
ID: 22788102, Name: Math Homework
ID: 44115185, Name: Judge Underwood's Gavel
ID: 35293856, Name: Atomizer
ID: 160189720, Name: Donut Danger
ID: 103338520, Name: ROBLOXIAN Damage Orb
ID: 228588531, Name: Staff of Eggstra Large Eggs
ID: 189910707, Name: Snowplow
ID: 718259118, Name: Speedy Cleats
ID: 99119198, Name: Face Melting Guitar
ID: 18479966, Name: Chakram
ID: 2463675080, Name: Bigfoot Feet Slippers
ID: 542755101, Name: 8-Bit Blaster
ID: 1191128759, Name: Ram Mount
ID: 155662087, Name: Anchor Cannon
ID: 1320966824, Name: Dragon Companion
ID: 190094313, Name: Rocket Powered Skis
ID: 172246820, Name: Paint Grenade
ID: 1304344132, Name: Ninja Battle Hog Mount
ID: 189910805, Name: Snow Storm Cloud
ID: 29532138, Name: Bloxxy Radar
ID: 45177979, Name: Sledge Hammer
ID: 2103276507, Name: 8-Bit Restoration Fairy
ID: 30392263, Name: Decoy Deploy
ID: 47597835, Name: Ninja Blink Potion
ID: 398675172, Name: Red Rolling Hoverboard
ID: 569678090, Name: Present Launcher
ID: 10758456, Name: Bluesteel Claw
ID: 88885506, Name: Military Spy Satellite
ID: 31839260, Name: 8-Bit Throwing Barrel
ID: 110789105, Name: RAIG Table
ID: 78005082, Name: Sci-Fi MedVac 4300
ID: 15470359, Name: Elegant Blade
ID: 1117743696, Name: Anti-Vampire Stake
ID: 172248941, Name: Penguin Power Pet
ID: 163353363, Name: Breakfast Gun
ID: 186868758, Name: Snowy Gravity Coil
ID: 1469849512, Name: Red Carpet Hoverboard
ID: 51347716, Name: Noble RedCliff Eagle
ID: 27245855, Name: Green Gremlins Paintball Gun
ID: 1241585476, Name: Speedy Snow Boots
ID: 56561593, Name: Potion of the Fiery Fists
ID: 621090617, Name: Robot Rock Guitar
ID: 478707595, Name: All-Seeing Golem's Hammer
ID: 226206639, Name: Spring-loaded Jumping Stilts
ID: 188853857, Name: Arctic Fox Tail
ID: 106064315, Name: Noxious Chocolate
ID: 57229313, Name: Bug Juice
ID: 11373617, Name: Staff of the Woodlands
ID: 30847733, Name: Vine Staff
ID: 28672001, Name: Goala Cola
ID: 21754543, Name: Bamboo Katana
ID: 18482570, Name: Scepter of Pharoahs
ID: 88143166, Name: Vaulting Pole
ID: 173781053, Name: Bacon Launcher
ID: 46132907, Name: Checkerboard Sword
ID: 124126871, Name: Newtrat's Tuskinator
ID: 257810065, Name: Attack Doge
ID: 30847746, Name: Trident
ID: 109583822, Name: Leprechaun Harp
ID: 119101539, Name: Regeneration Coil
ID: 987032734, Name: Super Spy Drone
ID: 147937284, Name: Disco Ball
ID: 1402452608, Name: Tiny Elephant
ID: 45754061, Name: Microphone
ID: 1829110586, Name: Ferocious Mr. Fox
ID: 88146486, Name: First Class Fencing Sword
ID: 123234545, Name: Camping Lantern
ID: 2620451289, Name: Deluxe Luxury Magic Sled
ID: 483899693, Name: Viridian Hoverboard
ID: 163350265, Name: Ye Olde Fire Breath Potion
ID: 383609201, Name: Champion Egg Beater Sword
ID: 10910681, Name: Pirate Cutlass
ID: 46846115, Name: Ninja Jump Potion
ID: 27171403, Name: Battle Axe
ID: 16924676, Name: Tic Tac Toe Board
ID: 420161128, Name: Pogo Stick
ID: 928805891, Name: Golden Rolling Hoverboard 
ID: 330296114, Name: Christmas Tree Launcher
ID: 12775410, Name: Double Bladed Hand Axe
ID: 190880295, Name: 2015 Fireworks
ID: 15179006, Name: Helen The Hiphipapotamus
ID: 19703476, Name: Yellow Snowball
ID: 12890798, Name: Teddy Trap
ID: 13206984, Name: Wooden Club
ID: 3459922232, Name: 8-Bit Wizarding Staff
ID: 13477890, Name: Pirate Juice
ID: 118281609, Name: Squid Ink Bomb
ID: 46362414, Name: Ice Potion
ID: 114687223, Name: Cinco de Mayo Piñata 
ID: 28664212, Name: Soccer Ball
ID: 99797403, Name: Make It Rain
ID: 264989911, Name: Independence Day Fireworks 2015
ID: 40493590, Name: Cherry Pie
ID: 78367424, Name: Tiger Friend
ID: 31839411, Name: Fire Extinguisher
ID: 928807470, Name: Blue Fidget Spinner
ID: 99797327, Name: Hanukkah Menorah
ID: 34398653, Name: ROBLOX Grab Bag
ID: 57902859, Name: Ice Cream
ID: 22152234, Name: Clawknife
ID: 45201977, Name: First Aid Kit
ID: 21351465, Name: Maraca
ID: 72644603, Name: High Five
ID: 445150567, Name: Lincoln's Golden Rail Splitter
ID: 15470183, Name: Goblet
ID: 226206253, Name: Flower Feet
ID: 228588651, Name: Eggstermination Slingshot
ID: 19111883, Name: Wooden Dreidel
ID: 489196923, Name: Xanwood Katana
ID: 2605965785, Name: Ice Blue Rolling Hoverboard
ID: 162857391, Name: Endless Summer Fireworks
ID: 10884288, Name: War Rocks
ID: 14131602, Name: Pirate Hook
ID: 31314931, Name: Epicsauce
ID: 13207169, Name: Stone Hammer
ID: 44116233, Name: Megaphone
ID: 29100449, Name: Banana Peel
ID: 38327125, Name: Wizard Orb
ID: 107458461, Name: Noobcaik
ID: 18479357, Name: Boomerang
ID: 125013799, Name: Battle Slingshot
ID: 498752334, Name: Paper Ninja Stars
ID: 164207842, Name: Pool Noodle
ID: 88885268, Name: Discus 2012
ID: 25158998, Name: ROBLOX Frisbee
ID: 2350119937, Name: Blue Rolling Hoverboard
ID: 32353654, Name: Moonwalk Dance Potion
ID: 738924664, Name: Carrot Slingshot
ID: 33382537, Name: Slingshot
ID: 27858062, Name: Dance Potion
ID: 101078350, Name: Holiday Ham
ID: 22788972, Name: Smore
ID: 35684857, Name: Fortune Cookie
ID: 19111894, Name: Wood Cabin Snowglobe
ID: 22596452, Name: Pepperoni Pizza
ID: 18474459, Name: Paint Bucket
ID: 1258015943, Name: 2018 Noisemaker
ID: 14864611, Name: Compass
ID: 99119261, Name: Winter Snow Sled
ID: 58574416, Name: Wild West Sarsaparilla
ID: 39258329, Name: ROBAR eXtreme Chocolate Crunch
ID: 31314966, Name: US Military Top Secret Experimental Jetpack
ID: 101106464, Name: Battle Bottle
ID: 445151478, Name: 4th of July 2016 Fireworks
ID: 11885154, Name: Rolling Pin
ID: 112591865, Name: Deluxe Beach Ball
ID: 65546284, Name: Shuriken of the Clan of the Crescent Moon
ID: 33683368, Name: Bugle
ID: 29100543, Name: Water Balloon
ID: 25162389, Name: Classic Bucket
ID: 25974222, Name: Beach Ball
ID: 15668963, Name: Geolocator
ID: 21392417, Name: Tambourine
ID: 41457719, Name: Chocolate Gelt
ID: 20642023, Name: Quick Potion
ID: 2620441860, Name: 2019 Spinning Noisemaker
ID: 236443047, Name: Regular Carpet
ID: 402305186, Name: Nonmagic Carpet
ID: 176219131, Name: ROBLOX U Foam Finger
ID: 29345958, Name: Vuvuzela
ID: 21439965, Name: Foam Finger
ID: 91445669, Name: September Promo Placeholder
ID: 25923196, Name: Earth Day 2010 Seeds
ID: 62803165, Name: Trick or Treat Bag 2011
ID: 163355764, Name: Rotten Rocky's Guitar
ID: 880448457, Name: Beast Scythe
ID: 460099901, Name: Anti-Gravity Acorn
ID: 987005222, Name: Nerf Zombie Strike Dreadbolt
ID: 278009025, Name: Interplanetary Fighter Sword
ID: 139586244, Name: Cloud 9 Snowboard
ID: 1208300973, Name: Rey’s Lightsaber
ID: 11419882, Name: Red Stratobloxxer
ID: 99254437, Name: Scython's ROBLOX Tablet
ID: 48596324, Name: Levitating Staff of the Cosmos
ID: 1645056094, Name: Bad Seed
ID: 105189783, Name: Trollamon
ID: 94794774, Name: Crescendo, The Soul Stealer
ID: 405996670, Name: Deep Sea Explorer Octopus
ID: 89488524, Name: Ghost Minion
ID: 16433862, Name: Bat Sword
ID: 64447616, Name: Poisoned Apple
ID: 174418144, Name: CJJ’s Guide to Making Money   
ID: 19395497, Name: Fruitcake
ID: 42200159, Name: Sno-Fuse Bomb
ID: 398122908, Name: Robloxian Battle Shield
ID: 55027987, Name: BuildConfiguration
ID: 179625551, Name: Haunted Pizza
ID: 82711866, Name: Alien on a Rampage Book
ID: 1144845319, Name: Neon Star Fighter Blaster
ID: 2830533679, Name: Neon Tiger Mount
ID: 99174250, Name: Magic Snowman
ID: 435116927, Name: Katana of the Golden Snake
ID: 78005009, Name: Blackhole Ray Gun
ID: 37347141, Name: Jumpin' Jack's Trick And Treat Bag
ID: 302063713, Name: Dark Skeleton Scythe
ID: 536288166, Name: Silver Monkey
ID: 999865627, Name: Scrooge McDuck’s Sun Chaser Plane
ID: 135949859, Name: Walking with Dinosaurs Speed Egg 
ID: 13206887, Name: Spooky Guitar
ID: 718245473, Name: TechnoWizard Staff
ID: 834681176, Name: Red LAZER Sword
ID: 28492363, Name: RobloTim's Chavez Burrito
ID: 57229337, Name: Instamatic Tent
ID: 88143074, Name: Poison Picnic
ID: 94794833, Name: Cloak of the Undying
ID: 64372667, Name: Skull Gladius - a CVS exclusive item
ID: 743692189, Name: Skybound Gunblade
ID: 257838919, Name: Heather’s Boots
ID: 152823669, Name: Common Egg Compass 2014
ID: 73089214, Name: BuildRotate
ID: 61916108, Name: Orb Crystal Launcher
ID: 101854660, Name: 2013 Firework
ID: 334177905, Name: Blobby
ID: 67998086, Name: Rising Sun Katana
ID: 110704033, Name: Badblox Hatchling - Hatched Egg of Duty
ID: 2008153361, Name: RDC Winner 2018 - Gold
ID: 106701702, Name: Wizards of the Astral Isles: Limb Stretching Spell
ID: 183826384, Name: Sword of the Lands
ID: 37816777, Name: Ghostwalker
ID: 1929592959, Name: Treacherous Throwing Knives
ID: 101079008, Name: Fancy Skateboard
ID: 65469882, Name: Fist of Schoolage - Level Up Exclusive
ID: 431045523, Name: Captain Party Pirate's Attack Parrot
ID: 315565799, Name: Electrowarrior Boomerang
ID: 492854717, Name: Slime Potion
ID: 243777016, Name: Flaming Staff of the Nefarious Red Wizard
ID: 321582427, Name: Lightning Horn of the Heavens
ID: 218634097, Name: Hover Roped
ID: 638034686, Name: Snowball Gloves
ID: 37347098, Name: Witch Wand
ID: 99199463, Name: Frost Blade 
ID: 11895536, Name: Bloxilicious Bubble Gum
ID: 40493658, Name: Blueberry Pie
ID: 21001552, Name: Insert Tool
ID: 327365543, Name: Rocket Sled
ID: 81154592, Name: Firebrand
ID: 302030998, Name: Vampire Hunter's Crossbow
ID: 230729032, Name: Opened Chosen Basket of the Overseer
ID: 83021236, Name: Starfish Shuriken
ID: 2008153855, Name: RDC First Runner Up 2018 - Silver
ID: 183704866, Name: Spook Launcher
ID: 184757948, Name: Misfortune's Guardian Blade
ID: 629893424, Name: Bombastic Sword
ID: 343587237, Name: Personal Fighter Jets
ID: 154727487, Name: Evil Green Science Goo
ID: 55028088, Name: stampbuild
ID: 16200204, Name: Part Dragger
ID: 143517948, Name: Mr. Peabody & Sherman's WABAC Machine
ID: 1230839551, Name: Ferdinand
ID: 402304782, Name: Crimsonwrath: The Red Wrath
ID: 120749494, Name: Bald Eagle 
ID: 1748600996, Name: The Unicorn Mace
ID: 168142869, Name: Death Run 2 Shoes
ID: 80576952, Name: Time Bomb
ID: 2190019650, Name: Spy All Terrain Vehicle
ID: 261826683, Name: Minions YTO Special
ID: 99797381, Name: Sword of Fiery Justice
ID: 27312415, Name: Red Foam Finger
ID: 304720496, Name: Zombie Crossbow
ID: 65969749, Name: Deluxe Pumpkin Pie
ID: 1886281601, Name: Incredibles 2 Badge
ID: 329021959, Name: Theodore
ID: 295461517, Name: Viridian Katana
ID: 33867401, Name: The Adventures of Noob Boy: Part 1
ID: 4771622762, Name: Eggveloper Cannon 9002
ID: 32858586, Name: Frostbrand
ID: 66896638, Name: Roblox Snowglobe 2011
ID: 335086410, Name: Dual Spec Gamma Biograft Energy Sword 
ID: 236401511, Name: Flock of Attack Seagulls
ID: 85754656, Name: Tyrannosaurus
ID: 215448210, Name: Mystical Griffin
ID: 51302649, Name: Knights of the Splintered Sky: Sword and Shield
ID: 76596269, Name: Long-Range Proton Crossbow
ID: 108158439, Name: Amerisword
ID: 1076255449, Name: Hulk Hands
ID: 48159731, Name: Spring Sword of Growth
ID: 15973059, Name: Protest Sign: We'd Rather Have User GUIs Later...
ID: 63253706, Name: Fiery Bone Trap
ID: 2045764727, Name: Robo Blaster
ID: 79446473, Name: Rail Runner 5000
ID: 42845896, Name: Frost Potion
ID: 96493688, Name: Autumn Shuriken - A Target Exclusive
ID: 2316760298, Name: Staff of Healing
ID: 104642700, Name: Gear suppressor 777 
ID: 12504077, Name: Electric Blue
ID: 101191388, Name: Dual Illumina
ID: 1466353882, Name: Lex, the Elf Warrior's Sword
ID: 181196009, Name: Scary Gremlin
ID: 280661926, Name: Mystical Staff of Cyan Lightning Magic
ID: 2845969550, Name: Badimo Arm Cannon
ID: 140821168, Name: Cloud 9 Snowball Launcher
ID: 2436000243, Name: Newt’s Magical Case
ID: 160189871, Name: Ninja Claws
ID: 193772607, Name: Korblox Hunter's Bow
ID: 103234296, Name: Redrune Raider
ID: 50938746, Name: Fermion Blade
ID: 401277404, Name: Trophy of Participation 2016
ID: 542184488, Name: 8-Bit Duck Friend
ID: 130925426, Name: Super Tone Cape
ID: 152173291, Name: Opened Violet  Basket of Equal Cosmic Time
ID: 81847365, Name: Potato Cannon
ID: 535104095, Name: Neon Ninja's Katana
ID: 639343572, Name: Plunger Bow and Arrow
ID: 88870392, Name: Landmine
ID: 89203876, Name: Celestial Staff
ID: 93722515, Name: Halloween Transmuter
ID: 89487903, Name: Monster Axe
ID: 313547345, Name: Halloween Throwing Stars
